"cve_ent","poblacion","nombre","totalCasos","tasax100k"
"20010","14895","El Barrio de la Soledad","0","0.0000"
"20011","1197","Calihuala","0","0.0000"
"20012","10829","Candelaria Loxicha","0","0.0000"
"20014","30368","Ciudad Ixtepec","0","0.0000"
"20015","4738","Coatecas Altas","0","0.0000"
"20016","10372","Coicoyan de las Flores","0","0.0000"
"20017","3399","La Compañia","0","0.0000"
"20018","826","Concepcion Buenavista","0","0.0000"
"20019","3078","Concepcion Papalo","0","0.0000"
"20020","4086","Constancia del Rosario","0","0.0000"
"20021","16254","Cosolapa","0","0.0000"
"20022","790","Cosoltepec","0","0.0000"
"20023","22761","Cuilapam de Guerrero","0","0.0000"
"20024","3804","Cuyamecalco Villa de Zaragoza","0","0.0000"
"20025","12034","Chahuites","0","0.0000"
"20027","2418","Chiquihuitlan de Benito Juarez","0","0.0000"
"20028","21913","Heroica Ciudad de Ejutla de Crespo","0","0.0000"
"20029","4443","Eloxochitlan de Flores Magon","0","0.0000"
"20030","9121","El Espinal","0","0.0000"
"29018","41267","Contla de Juan Cuamatzi","0","0.0000"
"29019","22733","Tepetitla de Lardizabal","0","0.0000"
"29020","10588","Sanctorum de Lazaro Cardenas","0","0.0000"
"29021","19402","Nanacamilpa de Mariano Arista","0","0.0000"
"29022","6934","Acuamanala de Miguel Hidalgo","0","0.0000"
"29023","27294","Nativitas","0","0.0000"
"29027","13938","Tenancingo","0","0.0000"
"29030","16330","Terrenate","0","0.0000"
"29032","15237","Tetlatlahuca","0","0.0000"
"29034","45726","Tlaxco","0","0.0000"
"29035","6306","Tocatlan","0","0.0000"
"29037","9486","Ziltlaltepec de Trinidad Sanchez Santos","0","0.0000"
"29038","18563","Tzompantepec","0","0.0000"
"29040","11627","Xaltocan","0","0.0000"
"29045","6446","Benito Juarez","0","0.0000"
"29046","4836","Emiliano Zapata","0","0.0000"
"29047","3282","Lazaro Cardenas","0","0.0000"
"29048","19967","La Magdalena Tlaltelulco","0","0.0000"
"29049","6022","San Damian Texoloc","0","0.0000"
"29051","4107","San Jeronimo Zacualpan","0","0.0000"
"29052","6421","San Jose Teacalco","0","0.0000"
"29053","8053","San Juan Huactzinco","0","0.0000"
"29054","6031","San Lorenzo Axocomanitla","0","0.0000"
"29055","3328","San Lucas Tecopilco","0","0.0000"
"29056","8337","Santa Ana Nopalucan","0","0.0000"
"29057","4944","Santa Apolonia Teacalco","0","0.0000"
"29058","9500","Santa Catarina Ayometla","0","0.0000"
"30001","9131","Acajete","0","0.0000"
"30002","3344","Acatlan","0","0.0000"
"30003","91195","Acayucan","0","0.0000"
"30004","45818","Actopan","0","0.0000"
"30005","5690","Acula","0","0.0000"
"30006","23921","Acultzingo","0","0.0000"
"30007","6820","Camaron de Tejeda","0","0.0000"
"30008","10563","Alpatlahuac","0","0.0000"
"30009","30740","Alto Lucero de Gutierrez Barrios","0","0.0000"
"30010","68340","Altotonga","0","0.0000"
"30012","8469","Amatitlan","0","0.0000"
"30013","30103","Naranjos Amatlan","0","0.0000"
"30015","35909","Angel R. Cabada","0","0.0000"
"30017","4288","Apazapan","0","0.0000"
"30018","1969","Aquila","0","0.0000"
"30019","6685","Astacinga","0","0.0000"
"30020","11318","Atlahuilco","0","0.0000"
"30021","25040","Atoyac","0","0.0000"
"30022","22414","Atzacan","0","0.0000"
"30023","52831","Atzalan","0","0.0000"
"30024","16443","Tlaltetela","0","0.0000"
"30025","28005","Ayahualulco","0","0.0000"
"30026","24692","Banderilla","0","0.0000"
"30027","18423","Benito Juarez","0","0.0000"
"30029","13500","Calcahualco","0","0.0000"
"30030","44880","Camerino Z. Mendoza","0","0.0000"
"30031","17803","Carrillo Puerto","0","0.0000"
"30032","52134","Catemaco","0","0.0000"
"30033","24958","Cazones de Herrera","0","0.0000"
"30034","28541","Cerro Azul","0","0.0000"
"30035","12474","Citlaltepetl","0","0.0000"
"30036","10965","Coacoatzintla","0","0.0000"
"30037","8852","Coahuitlan","0","0.0000"
"30040","59863","Coatzintla","0","0.0000"
"30041","2373","Coetzala","0","0.0000"
"30042","5902","Colipa","0","0.0000"
"30043","21159","Comapa","0","0.0000"
"30046","17107","Cosautlan de Carvajal","0","0.0000"
"30048","145830","Cosoleacaque","0","0.0000"
"30049","21972","Cotaxtla","0","0.0000"
"30050","17506","Coxquihui","0","0.0000"
"30051","23502","Coyutla","0","0.0000"
"30052","12835","Cuichapa","0","0.0000"
"30053","29555","Cuitlahuac","0","0.0000"
"30054","13110","Chacaltianguis","0","0.0000"
"30055","14137","Chalma","0","0.0000"
"30056","7031","Chiconamel","0","0.0000"
"30057","14791","Chiconquiaco","0","0.0000"
"30058","58611","Chicontepec","0","0.0000"
"30059","17075","Chinameca","0","0.0000"
"30060","17492","Chinampa de Gorostiza","0","0.0000"
"30061","85144","Las Choapas","0","0.0000"
"30062","22053","Chocaman","0","0.0000"
"30063","15234","Chontla","0","0.0000"
"30064","4095","Chumatlan","0","0.0000"
"30066","28537","Espinal","0","0.0000"
"30067","19443","Filomeno Mata","0","0.0000"
"30069","25874","Gutierrez Zamora","0","0.0000"
"30070","19739","Hidalgotitlan","0","0.0000"
"30071","63649","Huatusco","0","0.0000"
"30072","22587","Huayacocotla","0","0.0000"
"30073","45332","Hueyapan de Ocampo","0","0.0000"
"30074","7636","Huiloapan de Cuauhtemoc","0","0.0000"
"30075","18267","Ignacio de la Llave","0","0.0000"
"30076","14240","Ilamatlan","0","0.0000"
"30077","45440","Isla","0","0.0000"
"30078","14148","Ixcatepec","0","0.0000"
"30079","11998","Ixhuacan de los Reyes","0","0.0000"
"30081","27351","Ixhuatlancillo","0","0.0000"
"30082","16524","Ixhuatlan del Sureste","0","0.0000"
"30084","6067","Ixmatlahuacan","0","0.0000"
"30086","46453","Jalacingo","0","0.0000"
"30088","5378","Jalcomulco","0","0.0000"
"30089","43828","Jaltipan","0","0.0000"
"30090","11971","Jamapa","0","0.0000"
"30091","30389","Jesus Carranza","0","0.0000"
"30092","40406","Xico","0","0.0000"
"30093","17572","Jilotepec","0","0.0000"
"30094","41108","Juan Rodriguez Clara","0","0.0000"
"30095","16662","Juchique de Ferrer","0","0.0000"
"30096","1671","Landero y Coss","0","0.0000"
"30097","20987","Lerdo de Tejada","0","0.0000"
"30098","3240","Magdalena","0","0.0000"
"30099","18845","Maltrata","0","0.0000"
"30100","24849","Manlio Fabio Altamirano","0","0.0000"
"30101","38503","Mariano Escobedo","0","0.0000"
"30103","12950","Mecatlan","0","0.0000"
"30104","17526","Mecayapan","0","0.0000"
"30106","4928","Miahuatlan","0","0.0000"
"30107","3130","Las Minas","0","0.0000"
"30109","67752","Misantla","0","0.0000"
"30110","12205","Mixtla de Altamirano","0","0.0000"
"30111","18117","Moloacan","0","0.0000"
"30112","22956","Naolinco","0","0.0000"
"30113","4817","Naranjal","0","0.0000"
"30114","11519","Nautla","0","0.0000"
"30115","39768","Nogales","0","0.0000"
"30116","17291","Oluta","0","0.0000"
"30117","25159","Omealca","0","0.0000"
"30118","134420","Orizaba","0","0.0000"
"30119","5971","Otatitlan","0","0.0000"
"30120","17084","Oteapan","0","0.0000"
"30121","24470","Ozuluama de Mascareñas","0","0.0000"
"30122","18172","Pajapan","0","0.0000"
"30123","105926","Panuco","0","0.0000"
"30124","166496","Papantla","0","0.0000"
"30125","33345","Paso del Macho","0","0.0000"
"30126","35445","Paso de Ovejas","0","0.0000"
"30127","28959","La Perla","0","0.0000"
"30129","19132","Platon Sanchez","0","0.0000"
"30130","39712","Playa Vicente","0","0.0000"
"30132","20667","Las Vigas de Ramirez","0","0.0000"
"30133","60978","Pueblo Viejo","0","0.0000"
"30134","23890","Puente Nacional","0","0.0000"
"30136","8510","Rafael Lucio","0","0.0000"
"30137","6200","Los Reyes","0","0.0000"
"30139","6526","Saltabarranca","0","0.0000"
"30140","3097","San Andres Tenejapan","0","0.0000"
"30142","35607","San Juan Evangelista","0","0.0000"
"30144","34331","Sayula de Aleman","0","0.0000"
"30145","17083","Soconusco","0","0.0000"
"30146","3839","Sochiapa","0","0.0000"
"30147","24269","Soledad Atzompa","0","0.0000"
"30148","29150","Soledad de Doblado","0","0.0000"
"30149","36043","Soteapan","0","0.0000"
"30150","12233","Tamalin","0","0.0000"
"30151","24459","Tamiahua","0","0.0000"
"30152","13099","Tampico Alto","0","0.0000"
"30153","6072","Tancoco","0","0.0000"
"30154","13662","Tantima","0","0.0000"
"30156","6179","Tatatila","0","0.0000"
"30157","20752","Castillo de Teayo","0","0.0000"
"30158","25352","Tecolutla","0","0.0000"
"30159","27267","Tehuipango","0","0.0000"
"30160","110365","Alamo Temapache","0","0.0000"
"30161","37410","Tempoal","0","0.0000"
"30162","7081","Tenampa","0","0.0000"
"30163","5425","Tenochtitlan","0","0.0000"
"30164","17551","Teocelo","0","0.0000"
"30165","8888","Tepatlaxco","0","0.0000"
"30166","10147","Tepetlan","0","0.0000"
"30167","15415","Tepetzintla","0","0.0000"
"30168","15968","Tequila","0","0.0000"
"30170","11527","Texcatepec","0","0.0000"
"30171","5630","Texhuacan","0","0.0000"
"30172","21798","Texistepec","0","0.0000"
"30173","59388","Tezonapa","0","0.0000"
"30174","110811","Tierra Blanca","0","0.0000"
"30175","100967","Tihuatlan","0","0.0000"
"30176","5182","Tlacojalpan","0","0.0000"
"30177","11825","Tlacolulan","0","0.0000"
"30179","4156","Tlacotepec de Mejia","0","0.0000"
"30180","12158","Tlachichilco","0","0.0000"
"30181","40083","Tlalixcoyan","0","0.0000"
"30182","19767","Tlalnelhuayocan","0","0.0000"
"30183","65087","Tlapacoyan","0","0.0000"
"30184","8035","Tlaquilpa","0","0.0000"
"30185","5584","Tlilapan","0","0.0000"
"30186","7326","Tomatlan","0","0.0000"
"30187","6001","Tonayan","0","0.0000"
"30188","18306","Totutla","0","0.0000"
"30190","2358","Tuxtilla","0","0.0000"
"30192","21319","Vega de Alatorre","0","0.0000"
"30194","12406","Villa Aldama","0","0.0000"
"30195","5685","Xoxocotla","0","0.0000"
"30196","18981","Yanga","0","0.0000"
"30197","12549","Yecuatla","0","0.0000"
"30198","7530","Zacualpan","0","0.0000"
"30199","11884","Zaragoza","0","0.0000"
"30200","14056","Zentla","0","0.0000"
"30201","45823","Zongolica","0","0.0000"
"30202","15258","Zontecomatlan de Lopez y Fuentes","0","0.0000"
"30203","15708","Zozocolco de Hidalgo","0","0.0000"
"30204","50680","Agua Dulce","0","0.0000"
"30205","20600","El Higo","0","0.0000"
"30206","31215","Nanchital de Lazaro Cardenas del Rio","0","0.0000"
"30208","25991","Carlos A. Carrillo","0","0.0000"
"30209","16248","Tatahuicapan de Juarez","0","0.0000"
"30210","30449","Uxpanapa","0","0.0000"
"30211","31464","San Rafael","0","0.0000"
"30212","15037","Santiago Sochiapan","0","0.0000"
"31001","7035","Abala","0","0.0000"
"31002","17390","Acanceh","0","0.0000"
"31003","11877","Akil","0","0.0000"
"31004","6406","Baca","0","0.0000"
"31005","2349","Bokoba","0","0.0000"
"31006","9560","Buctzotz","0","0.0000"
"31007","7768","Cacalchen","0","0.0000"
"31009","4994","Cansahcab","0","0.0000"
"31010","2684","Cantamayec","0","0.0000"
"31011","8260","Celestun","0","0.0000"
"31012","4194","Cenotillo","0","0.0000"
"31014","1724","Cuncunul","0","0.0000"
"31015","5555","Cuzama","0","0.0000"
"31016","3197","Chacsinkin","0","0.0000"
"31017","4896","Chankom","0","0.0000"
"31018","3388","Chapab","0","0.0000"
"31020","4805","Chicxulub Pueblo","0","0.0000"
"31021","8960","Chichimila","0","0.0000"
"31022","4448","Chikindzonot","0","0.0000"
"31023","5070","Chochola","0","0.0000"
"31024","3500","Chumayel","0","0.0000"
"31025","5690","Dzan","0","0.0000"
"31026","3981","Dzemul","0","0.0000"
"31027","8874","Dzidzantun","0","0.0000"
"31028","2892","Dzilam de Bravo","0","0.0000"
"31029","6543","Dzilam Gonzalez","0","0.0000"
"31030","4034","Dzitas","0","0.0000"
"31031","2840","Dzoncauich","0","0.0000"
"31032","17300","Espita","0","0.0000"
"31033","21620","Halacho","0","0.0000"
"31034","6607","Hocaba","0","0.0000"
"31035","6358","Hoctun","0","0.0000"
"31036","8243","Homun","0","0.0000"
"31037","5578","Huhi","0","0.0000"
"31039","4390","Ixil","0","0.0000"
"31042","5813","Kantunil","0","0.0000"
"31043","3307","Kaua","0","0.0000"
"31044","7657","Kinchil","0","0.0000"
"31045","2726","Kopoma","0","0.0000"
"31046","3371","Mama","0","0.0000"
"31047","6001","Mani","0","0.0000"
"31048","24331","Maxcanu","0","0.0000"
"31049","3901","Mayapan","0","0.0000"
"31051","3513","Mococha","0","0.0000"
"31052","39052","Motul","0","0.0000"
"31053","13571","Muna","0","0.0000"
"31055","7249","Opichen","0","0.0000"
"31056","33191","Oxkutzcab","0","0.0000"
"31057","8254","Panaba","0","0.0000"
"31058","26894","Peto","0","0.0000"
"31059","63037","Progreso","0","0.0000"
"31060","1028","Quintana Roo","0","0.0000"
"31061","3811","Rio Lagartos","0","0.0000"
"31062","5157","Sacalum","0","0.0000"
"31063","5540","Samahil","0","0.0000"
"31064","1829","Sanahcat","0","0.0000"
"31065","2072","San Felipe","0","0.0000"
"31066","4278","Santa Elena","0","0.0000"
"31067","10360","Seye","0","0.0000"
"31068","3377","Sinanche","0","0.0000"
"31069","9485","Sotuta","0","0.0000"
"31070","4204","Sucila","0","0.0000"
"31071","1825","Sudzal","0","0.0000"
"31072","1963","Suma","0","0.0000"
"31073","5375","Tahdziu","0","0.0000"
"31074","3982","Tahmek","0","0.0000"
"31075","7031","Teabo","0","0.0000"
"31076","18791","Tecoh","0","0.0000"
"31077","2845","Tekal de Venegas","0","0.0000"
"31078","4049","Tekanto","0","0.0000"
"31079","45441","Tekax","0","0.0000"
"31080","10974","Tekit","0","0.0000"
"31081","3443","Tekom","0","0.0000"
"31082","4051","Telchac Pueblo","0","0.0000"
"31083","1912","Telchac Puerto","0","0.0000"
"31084","7746","Temax","0","0.0000"
"31085","16593","Temozon","0","0.0000"
"31086","2372","Tepakan","0","0.0000"
"31087","5419","Tetiz","0","0.0000"
"31088","2091","Teya","0","0.0000"
"31090","7877","Timucuy","0","0.0000"
"31091","12771","Tinum","0","0.0000"
"31092","7614","Tixcacalcupul","0","0.0000"
"31093","19340","Tixkokob","0","0.0000"
"31094","5200","Tixmehuac","0","0.0000"
"31095","5922","Tixpehual","0","0.0000"
"31097","3751","Tunkas","0","0.0000"
"31098","15686","Tzucacab","0","0.0000"
"31099","4368","Uayma","0","0.0000"
"31100","3963","Ucu","0","0.0000"
"31103","3722","Xocchel","0","0.0000"
"31104","16313","Yaxcaba","0","0.0000"
"31105","3377","Yaxkukul","0","0.0000"
"31106","2426","Yobain","0","0.0000"
"32001","6342","Apozol","0","0.0000"
"32002","5097","Apulco","0","0.0000"
"32003","2621","Atolinga","0","0.0000"
"32004","4307","Benito Juarez","0","0.0000"
"32005","47377","Calera","0","0.0000"
"32006","8712","Cañitas de Felipe Pescador","0","0.0000"
"32007","13933","Concepcion del Oro","0","0.0000"
"32008","13230","Cuauhtemoc","0","0.0000"
"32009","11842","Chalchihuites","0","0.0000"
"32011","3022","Trinidad Garcia de la Cadena","0","0.0000"
"32012","8559","Genaro Codina","0","0.0000"
"32013","6620","General Enrique Estrada","0","0.0000"
"32014","22792","General Francisco R. Murguia","0","0.0000"
"32015","1340","El Plateado de Joaquin Amaro","0","0.0000"
"32016","24286","General Panfilo Natera","0","0.0000"
"32018","4263","Huanusco","0","0.0000"
"32019","25422","Jalpa","0","0.0000"
"32021","4464","Jimenez del Teul","0","0.0000"
"32022","22780","Juan Aldama","0","0.0000"
"32023","13357","Juchipila","0","0.0000"
"32024","56515","Loreto","0","0.0000"
"32025","13948","Luis Moya","0","0.0000"
"32026","18464","Mazapil","0","0.0000"
"32027","3112","Melchor Ocampo","0","0.0000"
"32028","2605","Mezquital del Oro","0","0.0000"
"32029","24847","Miguel Auza","0","0.0000"
"32030","2542","Momax","0","0.0000"
"32031","9708","Monte Escobedo","0","0.0000"
"32032","13120","Morelos","0","0.0000"
"32033","4217","Moyahua de Estrada","0","0.0000"
"32034","29353","Nochistlan de Mejia","0","0.0000"
"32035","17636","Noria de Angeles","0","0.0000"
"32036","45302","Ojocaliente","0","0.0000"
"32037","18789","Panuco","0","0.0000"
"32038","76871","Pinos","0","0.0000"
"32039","67507","Rio Grande","0","0.0000"
"32040","23283","Sain Alto","0","0.0000"
"32041","2528","El Salvador","0","0.0000"
"32043","1429","Susticacan","0","0.0000"
"32044","16372","Tabasco","0","0.0000"
"32045","9180","Tepechitlan","0","0.0000"
"32047","5172","Teul de Gonzalez Ortega","0","0.0000"
"32048","28112","Tlaltenango de Sanchez Roman","0","0.0000"
"32049","34792","Valparaiso","0","0.0000"
"32050","10536","Vetagrande","0","0.0000"
"32051","37099","Villa de Cos","0","0.0000"
"32052","20167","Villa Garcia","0","0.0000"
"32053","13945","Villa Gonzalez Ortega","0","0.0000"
"32054","20177","Villa Hidalgo","0","0.0000"
"32055","31804","Villanueva","0","0.0000"
"32057","20285","Trancoso","0","0.0000"
"32058","2855","Santa Maria de la Paz","0","0.0000"
"20031","7677","Tamazulapam del Espiritu Santo","0","0.0000"
"20032","1060","Fresnillo de Trujano","0","0.0000"
"20034","1325","Guadalupe de Ramirez","0","0.0000"
"20035","570","Guelatao de Juarez","0","0.0000"
"20036","5479","Guevea de Humboldt","0","0.0000"
"20038","2021","Villa Hidalgo","0","0.0000"
"20040","6449","Huautepec","0","0.0000"
"20041","32459","Huautla de Jimenez","0","0.0000"
"20042","8521","Ixtlan de Juarez","0","0.0000"
"20046","3311","Magdalena Jaltepec","0","0.0000"
"20047","95","Santa Magdalena Jicotlan","0","0.0000"
"20048","1401","Magdalena Mixtepec","0","0.0000"
"20049","1209","Magdalena Ocotlan","0","0.0000"
"20050","3644","Magdalena Peñasco","0","0.0000"
"20051","4782","Magdalena Teitipac","0","0.0000"
"20052","6361","Magdalena Tequisistlan","0","0.0000"
"20053","1302","Magdalena Tlacotepec","0","0.0000"
"20054","427","Magdalena Zahuatlan","0","0.0000"
"20055","3682","Mariscala de Juarez","0","0.0000"
"20056","1497","Martires de Tacubaya","0","0.0000"
"20057","40690","Matias Romero Avendaño","0","0.0000"
"20058","13516","Mazatlan Villa de Flores","0","0.0000"
"20059","45679","Miahuatlan de Porfirio Diaz","0","0.0000"
"20060","2713","Mixistlan de la Reforma","0","0.0000"
"20061","2846","Monjas","0","0.0000"
"20062","626","Natividad","0","0.0000"
"20063","4234","Nazareno Etla","0","0.0000"
"20064","7729","Nejapa de Madero","0","0.0000"
"20065","1184","Ixpantepec Nieves","0","0.0000"
"20066","5572","Santiago Niltepec","0","0.0000"
"20068","22936","Ocotlan de Morelos","0","0.0000"
"20069","2745","La Pe","0","0.0000"
"20070","7201","Pinotepa de Don Luis","0","0.0000"
"20071","2996","Pluma Hidalgo","0","0.0000"
"20072","7071","San Jose del Progreso","0","0.0000"
"20073","34568","Putla Villa de Guerrero","0","0.0000"
"20074","554","Santa Catarina Quioquitani","0","0.0000"
"20075","2896","Reforma de Pineda","0","0.0000"
"20076","3324","La Reforma","0","0.0000"
"20077","4087","Reyes Etla","0","0.0000"
"20078","1160","Rojas de Cuauhtemoc","0","0.0000"
"20079","92577","Salina Cruz","0","0.0000"
"20080","1475","San Agustin Amatengo","0","0.0000"
"20081","1800","San Agustin Atenango","0","0.0000"
"20082","4096","San Agustin Chayuco","0","0.0000"
"20083","10151","San Agustin de las Juntas","0","0.0000"
"20084","4278","San Agustin Etla","0","0.0000"
"20085","25684","San Agustin Loxicha","0","0.0000"
"20086","980","San Agustin Tlacotepec","0","0.0000"
"20087","4610","San Agustin Yatareni","0","0.0000"
"20088","2867","San Andres Cabecera Nueva","0","0.0000"
"20089","2199","San Andres Dinicuiti","0","0.0000"
"20090","6381","San Andres Huaxpaltepec","0","0.0000"
"20091","5655","San Andres Huayapam","0","0.0000"
"20092","1666","San Andres Ixtlahuaca","0","0.0000"
"20093","505","San Andres Lagunas","0","0.0000"
"20094","1814","San Andres Nuxiño","0","0.0000"
"20095","4502","San Andres Paxtlan","0","0.0000"
"20096","778","San Andres Sinaxtla","0","0.0000"
"20097","1779","San Andres Solaga","0","0.0000"
"20098","4590","San Andres Teotilalpam","0","0.0000"
"20099","525","San Andres Tepetlapa","0","0.0000"
"20100","462","San Andres Yaa","0","0.0000"
"20101","735","San Andres Zabache","0","0.0000"
"20102","4838","San Andres Zautla","0","0.0000"
"20103","6330","San Antonino Castillo Velasco","0","0.0000"
"20104","2788","San Antonino el Alto","0","0.0000"
"20105","7456","San Antonino Monte Verde","0","0.0000"
"20106","269","San Antonio Acutla","0","0.0000"
"20108","4563","San Antonio Huitepec","0","0.0000"
"20109","1279","San Antonio Nanahuatipam","0","0.0000"
"20110","1631","San Antonio Sinicahua","0","0.0000"
"20111","4460","San Antonio Tepetlapa","0","0.0000"
"20112","2610","San Baltazar Chichicapam","0","0.0000"
"20113","3072","San Baltazar Loxicha","0","0.0000"
"20114","678","San Baltazar Yatzachi el Bajo","0","0.0000"
"20116","4660","San Bartolome Ayautla","0","0.0000"
"20117","2423","San Bartolome Loxicha","0","0.0000"
"20118","2541","San Bartolome Quialana","0","0.0000"
"20119","391","San Bartolome Yucuañe","0","0.0000"
"20120","316","San Bartolome Zoogocho","0","0.0000"
"20121","674","San Bartolo Soyaltepec","0","0.0000"
"20122","678","San Bartolo Yautepec","0","0.0000"
"20123","2790","San Bernardo Mixtepec","0","0.0000"
"20124","18929","San Blas Atempa","0","0.0000"
"20125","12562","San Carlos Yautepec","0","0.0000"
"20126","5419","San Cristobal Amatlan","0","0.0000"
"20127","1147","San Cristobal Amoltepec","0","0.0000"
"20128","1300","San Cristobal Lachirioag","0","0.0000"
"20129","375","San Cristobal Suchixtlahuaca","0","0.0000"
"20130","5370","San Dionisio del Mar","0","0.0000"
"20131","11119","San Dionisio Ocotepec","0","0.0000"
"20132","1200","San Dionisio Ocotlan","0","0.0000"
"20133","3894","San Esteban Atatlahuca","0","0.0000"
"20134","29048","San Felipe Jalapa de Diaz","0","0.0000"
"20135","8185","San Felipe Tejalapam","0","0.0000"
"20136","12029","San Felipe Usila","0","0.0000"
"20137","3509","San Francisco Cahuacua","0","0.0000"
"20138","446","San Francisco Cajonos","0","0.0000"
"20139","2140","San Francisco Chapulapa","0","0.0000"
"20140","841","San Francisco Chindua","0","0.0000"
"20141","8091","San Francisco del Mar","0","0.0000"
"20142","1110","San Francisco Huehuetlan","0","0.0000"
"20143","9296","San Francisco Ixhuatan","0","0.0000"
"20144","1024","San Francisco Jaltepetongo","0","0.0000"
"20145","4546","San Francisco Lachigolo","0","0.0000"
"20146","3026","San Francisco Logueche","0","0.0000"
"20147","387","San Francisco Nuxaño","0","0.0000"
"20148","1973","San Francisco Ozolotepec","0","0.0000"
"20149","1773","San Francisco Sola","0","0.0000"
"20150","13482","San Francisco Telixtlahuaca","0","0.0000"
"20151","345","San Francisco Teopan","0","0.0000"
"20152","2357","San Francisco Tlapancingo","0","0.0000"
"20153","5087","San Gabriel Mixtepec","0","0.0000"
"20154","2575","San Ildefonso Amatlan","0","0.0000"
"20155","1007","San Ildefonso Sola","0","0.0000"
"20156","3537","San Ildefonso Villa Alta","0","0.0000"
"20157","18293","San Jacinto Amilpas","0","0.0000"
"20158","2260","San Jacinto Tlacotepec","0","0.0000"
"20159","5501","San Jeronimo Coatlan","0","0.0000"
"20160","1414","San Jeronimo Silacayoapilla","0","0.0000"
"20161","2688","San Jeronimo Sosola","0","0.0000"
"20162","2002","San Jeronimo Taviche","0","0.0000"
"20163","1669","San Jeronimo Tecoatl","0","0.0000"
"20164","2937","San Jorge Nuchita","0","0.0000"
"20165","1594","San Jose Ayuquila","0","0.0000"
"20167","2205","San Jose del Peñasco","0","0.0000"
"20168","1092","San Jose Estancia Grande","0","0.0000"
"20169","3825","San Jose Independencia","0","0.0000"
"20170","3620","San Jose Lachiguiri","0","0.0000"
"20171","18952","San Jose Tenango","0","0.0000"
"20172","417","San Juan Achiutla","0","0.0000"
"20173","1540","San Juan Atepec","0","0.0000"
"20175","1652","San Juan Bautista Atatlahuca","0","0.0000"
"20176","2758","San Juan Bautista Coixtlahuaca","0","0.0000"
"20177","10341","San Juan Bautista Cuicatlan","0","0.0000"
"20178","7863","San Juan Bautista Guelache","0","0.0000"
"20179","1550","San Juan Bautista Jayacatlan","0","0.0000"
"20180","2653","San Juan Bautista Lo de Soto","0","0.0000"
"20181","458","San Juan Bautista Suchitepec","0","0.0000"
"20182","2248","San Juan Bautista Tlacoatzintepec","0","0.0000"
"20183","1440","San Juan Bautista Tlachichilco","0","0.0000"
"20184","170588","San Juan Bautista Tuxtepec","0","0.0000"
"20185","9264","San Juan Cacahuatepec","0","0.0000"
"20186","598","San Juan Cieneguilla","0","0.0000"
"20187","2176","San Juan Coatzospam","0","0.0000"
"20188","10329","San Juan Colorado","0","0.0000"
"20189","2937","San Juan Comaltepec","0","0.0000"
"20190","24519","San Juan Cotzocon","0","0.0000"
"20191","344","San Juan Chicomezuchil","0","0.0000"
"20192","1585","San Juan Chilateca","0","0.0000"
"20193","2769","San Juan del Estado","0","0.0000"
"20194","1318","San Juan del Rio","0","0.0000"
"20195","1111","San Juan Diuxi","0","0.0000"
"20196","435","San Juan Evangelista Analco","0","0.0000"
"20197","3405","San Juan Guelavia","0","0.0000"
"20198","30815","San Juan Guichicovi","0","0.0000"
"20199","642","San Juan Ihualtepec","0","0.0000"
"20200","3973","San Juan Juquila Mixes","0","0.0000"
"20201","2022","San Juan Juquila Vijanos","0","0.0000"
"20202","4968","San Juan Lachao","0","0.0000"
"20203","3432","San Juan Lachigalla","0","0.0000"
"20204","673","San Juan Lajarcia","0","0.0000"
"20205","17579","San Juan Lalana","0","0.0000"
"20206","2497","San Juan de los Cues","0","0.0000"
"20207","19226","San Juan Mazatlan","0","0.0000"
"20208","7118","San Juan Mixtepec Distrito 08","0","0.0000"
"20209","701","San Juan Mixtepec Distrito 26","0","0.0000"
"20210","6153","San Juan Ñumi","0","0.0000"
"20211","2780","San Juan Ozolotepec","0","0.0000"
"20212","3041","San Juan Petlapa","0","0.0000"
"20213","4145","San Juan Quiahije","0","0.0000"
"20214","2135","San Juan Quiotepec","0","0.0000"
"20215","839","San Juan Sayultepec","0","0.0000"
"20216","1381","San Juan Tabaa","0","0.0000"
"20217","3079","San Juan Tamazola","0","0.0000"
"20218","633","San Juan Teita","0","0.0000"
"20219","2705","San Juan Teitipac","0","0.0000"
"20220","2743","San Juan Tepeuxila","0","0.0000"
"20221","1295","San Juan Teposcolula","0","0.0000"
"20222","1562","San Juan Yaee","0","0.0000"
"20223","483","San Juan Yatzona","0","0.0000"
"20224","615","San Juan Yucuita","0","0.0000"
"20225","6357","San Lorenzo","0","0.0000"
"20226","2875","San Lorenzo Albarradas","0","0.0000"
"20227","16630","San Lorenzo Cacaotepec","0","0.0000"
"20228","843","San Lorenzo Cuaunecuiltitla","0","0.0000"
"20229","8520","San Lorenzo Texmelucan","0","0.0000"
"20230","1010","San Lorenzo Victoria","0","0.0000"
"20231","3131","San Lucas Camotlan","0","0.0000"
"20232","21069","San Lucas Ojitlan","0","0.0000"
"20233","1795","San Lucas Quiavini","0","0.0000"
"20234","7710","San Lucas Zoquiapam","0","0.0000"
"20235","3777","San Luis Amatlan","0","0.0000"
"20236","1558","San Marcial Ozolotepec","0","0.0000"
"20237","1402","San Marcos Arteaga","0","0.0000"
"20238","890","San Martin de los Cansecos","0","0.0000"
"20239","1089","San Martin Huamelulpam","0","0.0000"
"20240","2320","San Martin Itunyoso","0","0.0000"
"20241","1115","San Martin Lachila","0","0.0000"
"20242","12556","San Martin Peras","0","0.0000"
